江铜集团	李晓刚	为 积极 支持 	江铜 集团 	实现 “ 三 年 ” 创新 倍增 计划 ， 争创 世界 一流 企业 ， 11月 6日 ， 	李晓刚 	副主任 带队 到 珠海 格力 电器 股份 公司 学习 调研 ， 详细 了解 格力 电器 对 下属 企业 的 管控 模式 、 创新 发展 的 思路 措施 、 对下 属 企业 负责人 的 绩效 考核 和 薪酬 激励 机制 等 	为/P 积极/AD 支持/VV 	江铜/NN 集团/NN 	实现/VV “/PU 三/CD 年/M ”/PU 创新/NN 倍增/VV 计划/NN ，/PU 争创/VV 世界/NN 一流/JJ 企业/NN ，/PU 11月/NT 6日/NT ，/PU 	李晓刚/NR 	副主任/NN 带队/VV 到/VV 珠海/NR 格力/NR 电器/NN 股份/NN 公司/NN 学习/VV 调研/NN ，/PU 详细/AD 了解/VV 格力/NR 电器/NN 对/P 下属/JJ 企业/NN 的/DEG 管控/NN 模式/NN 、/PU 创新/VV 发展/VV 的/DEC 思路/NN 措施/NN 、/PU 对下/AD 属/VV 企业/NN 负责人/NN 的/DEG 绩效/NN 考核/NN 和/CC 薪酬/NN 激励/NN 机制/NN 等/ETC 
董宇	北京天健中宇恒业工程咨询公司	图 8 ： 现场 损毁 后 的 挖机 图 9 ： 自卸车 正在 运输 燃烧 中 的 煤矸石 图 10 ： 大 粒径 石块 剥离 图 11 ： 机械 坡面 修复 本次 调研 由 住房 和 城乡 建设部 标准 定额 研究所 副 研究员 	董宇 	、 中国 建设 工程 造价 管理 协会 主任 舒宇 、 中国 煤炭 建设 协会 秘书长 单益新 、 煤炭 工业 西安 工程 造价 管理站 副站长 杨振义 、 内蒙古 自治区 建设 工程 标准 定额 总站 站长 庞天 、 定额 科 科长 刘 银龙 、 山西省 工程 建设 标准 定额 站 总 工程师 张莉 、 工程师 王洋 、 中国 有色 金属 工业 工程 建设 定额 站 技术 总监 林发 、 乌海市 建设 工程 标准 定额 管理 站站 长白 继 凡 、 副站长 祝少 冬 、 	北京 天健中宇恒业 工程 咨询 公司 	副总经理 沙兵 等 同志 组成 专家 组 ， 对 乌海 矿区 生态 环境 综合 治理 项目 及 矿区 现状 进行 调研 ； 	图/NN 8/CD ：/PU 现场/NN 损毁/VV 后/LC 的/DEG 挖机/NN 图/NN 9/CD ：/PU 自卸车/NN 正在/AD 运输/VV 燃烧/VV 中/LC 的/DEG 煤矸石/NN 图/NN 10/CD ：/PU 大/JJ 粒径/NN 石块/NN 剥离/VV 图/NN 11/CD ：/PU 机械/NN 坡面/NN 修复/VV 本次/DT 调研/NN 由/P 住房/NN 和/CC 城乡/NN 建设部/NN 标准/NN 定额/JJ 研究所/NN 副/JJ 研究员/NN 	董宇/NR 	、/PU 中国/NR 建设/NN 工程/NN 造价/NN 管理/NN 协会/NN 主任/NN 舒宇/NR 、/PU 中国/NR 煤炭/NN 建设/NN 协会/NN 秘书长/NN 单益新/NR 、/PU 煤炭/NN 工业/NN 西安/NR 工程/NN 造价/NN 管理站/NN 副站长/NN 杨振义/NR 、/PU 内蒙古/NR 自治区/NN 建设/NN 工程/NN 标准/NN 定额/VV 总站/NN 站长/NN 庞天/VA 、/PU 定额/JJ 科/NN 科长/NN 刘/NR 银龙/NN 、/PU 山西省/NR 工程/NN 建设/NN 标准/NN 定额/JJ 站/NN 总/JJ 工程师/NN 张莉/NR 、/PU 工程师/NN 王洋/NR 、/PU 中国/NR 有色/JJ 金属/NN 工业/NN 工程/NN 建设/NN 定额/JJ 站/NN 技术/NN 总监/NN 林发/NR 、/PU 乌海市/NR 建设/NN 工程/NN 标准/NN 定额/JJ 管理/NN 站站/NR 长白/NR 继/P 凡/AD 、/PU 副站长/NN 祝少/VV 冬/NN 、/PU 	北京/NR 天健中宇恒业/NR 工程/NN 咨询/NN 公司/NN 	副总经理/NN 沙兵/NR 等/ETC 同志/NN 组成/VV 专家/NN 组/VV ，/PU 对/P 乌海/NR 矿区/NN 生态/NN 环境/NN 综合/JJ 治理/NN 项目/NN 及/CC 矿区/NN 现状/NN 进行/VV 调研/NN ；/PU 
轻纺集团	余刚	 	轻纺 集团 	党委 书记 、 董事长 谢英明 ， 党委 副书记 、 总经理 	余刚 	、 党委 委员 、 副总经理 徐阳 参加 调研 活动 	 	轻纺/NN 集团/NN 	党委/NN 书记/NN 、/PU 董事长/NN 谢英明/NR ，/PU 党委/NN 副书记/NN 、/PU 总经理/NN 	余刚/NR 	、/PU 党委/NN 委员/NN 、/PU 副总经理/NN 徐阳/NR 参加/VV 调研/NN 活动/NN 
张庆虎	河北建投集团	2月 21日 ， 由 河北省 国资委 党委 副书记 曹海燕 带队 ， 河 钢 集团 党委 副书记 李炳军 、 河北 建工 集团 党委 副书记 	张庆虎 	， 河北省 国资委 党建处 、 改革 改组 处 ， 	河北 建 投 集团 	有关 人员 组成 的 调研组 来 公司 ， 就 公司 党建 工作 情况 进行 专题 调研 	2月/NT 21日/NT ，/PU 由/P 河北省/NR 国资委/NN 党委/NN 副书记/NN 曹海燕/NR 带队/VV ，/PU 河/NN 钢/NN 集团/NN 党委/NN 副书记/NN 李炳军/NR 、/PU 河北/NR 建工/NR 集团/NN 党委/NN 副书记/NN 	张庆虎/NR 	，/PU 河北省/NR 国资委/NN 党建处/NN 、/PU 改革/NN 改组/NN 处/NN ，/PU 	河北/NR 建/VV 投/NN 集团/NN 	有关/JJ 人员/NN 组成/VV 的/DEC 调研组/NN 来/MSP 公司/NN ，/PU 就/AD 公司/NN 党建/NN 工作/NN 情况/NN 进行/VV 专题/NN 调研/NN 
翁杰明	上海老凤祥股份有限公司	在 上海 期间 ， 	翁杰明 	还 调研 了 	上海 老凤祥 股份 有限 公司 	和 上海 国际 集团 有限 公司 ， 并 与 企业 主要 负责 同志 及 班子 成员 座谈 	在/P 上海/NR 期间/NN ，/PU 	翁杰明/NR 	还/AD 调研/VV 了/AS 	上海/NR 老凤祥/NR 股份/NN 有限/JJ 公司/NN 	和/P 上海/NR 国际/NN 集团/NN 有限/JJ 公司/NN ，/PU 并/CC 与/P 企业/NN 主要/AD 负责/VV 同志/NN 及/CC 班子/NN 成员/NN 座谈/VV 
省建设集团有限公司	夏勇开	省 国资委 规划 发展 改革 处 丁正锋 、 政策 法规 与 公司 治理 处 王恒 、 财务 监管 与 考核 分配处 丁小琳 ， 	省 建设 集团 有限 公司 	唐群杰 、 省 建设 项目 规划 设计 研究院 	夏勇 开 	一同 参与 了 调研 	省/NN 国资委/NN 规划/NN 发展/VV 改革/NN 处/NN 丁正锋/NR 、/PU 政策/NN 法规/NN 与/CC 公司/NN 治理/NN 处/NN 王恒/NR 、/PU 财务/NN 监管/NN 与/CC 考核/NN 分配处/NN 丁小琳/NR ，/PU 	省/NN 建设/NN 集团/NN 有限/JJ 公司/NN 	唐群杰/NR 、/PU 省/NN 建设/NN 项目/NN 规划/NN 设计/VV 研究院/NN 	夏勇/NR 开/VV 	一同/AD 参与/VV 了/AS 调研/NN 
肖亚庆	中核集团	11月 21日 ， 国务院 国资委 主任 、 党委 副书记 	肖亚庆 	赴 	中核 集团 	中国 核动力 研究 设计院 开展 专题 调研 ， 四川省 副省长 彭宇行 ， 	11月/NT 21日/NT ，/PU 国务院/NN 国资委/NN 主任/NN 、/PU 党委/NN 副书记/NN 	肖亚庆/NR 	赴/VV 	中核/NN 集团/NN 	中国/NR 核动力/NN 研究/NN 设计院/NN 开展/VV 专题/NN 调研/VV ，/PU 四川省/NR 副省长/NN 彭宇行/NR ，/PU 
中国黄金集团有限公司	杨奇	 	中国 黄金 集团 有限 公司 	董事 、 总经理 、 党委 副书记 刘冰 ， 中国 黄金 党委 委员 、 副总经理 	杨奇 	陪同 调研 	 	中国/NR 黄金/NN 集团/NN 有限/JJ 公司/NN 	董事/NN 、/PU 总经理/NN 、/PU 党委/NN 副书记/NN 刘冰/NR ，/PU 中国/NR 黄金/JJ 党委/NN 委员/NN 、/PU 副总经理/NN 	杨奇/NR 	陪同/VV 调研/VV 
王晓昀	粤海水务集团	1月 18日 ， 省 国资委 副主任 	王晓昀 	到 粤 水电 承建 的 粤东 区域 重点 工程 练 江 流域 环保 整治 工程 项目 调研 ， 潮 南区 区委 常委 、 常务 副区长 王楚彬 、 总 承包 事业部 副总经理 胡顺彬 、 	粤 海水 务 集团 	总经理 谭奇峰 、 建工 集团 副总经理 黄瑛鹏 、 粤 水电 副总经理 王伟导 、 副总工程师 、 工程 管理部 经理 石爱军 及 工程 建设 公司 粤东 区域 重点 工程 项目 部 相关 人员 参加 调研 	1月/NT 18日/NT ，/PU 省/NN 国资委/NN 副主任/NN 	王晓昀/NR 	到/P 粤/NR 水电/NN 承建/VV 的/DEC 粤东/NR 区域/NN 重点/NN 工程/NN 练/VV 江/NR 流域/NN 环保/NN 整治/NN 工程/NN 项目/NN 调研/VV ，/PU 潮/NN 南区/NR 区委/NN 常委/NN 、/PU 常务/JJ 副区长/NN 王楚彬/NR 、/PU 总/JJ 承包/NN 事业部/NN 副总经理/NN 胡顺彬/NR 、/PU 	粤/NR 海水/NN 务/VV 集团/NN 	总经理/NN 谭奇峰/NR 、/PU 建工/NR 集团/NN 副总经理/NN 黄瑛鹏/NR 、/PU 粤/NR 水电/NN 副总经理/NN 王伟导/NR 、/PU 副总工程师/NN 、/PU 工程/NN 管理部/NN 经理/NN 石爱军/NR 及/CC 工程/NN 建设/NN 公司/NN 粤东/NR 区域/NN 重点/NN 工程/NN 项目/NN 部/NN 相关/JJ 人员/NN 参加/VV 调研/NN 
中国新兴建设开发有限责任公司	周永祥	会议 由 建委 科技处 调研员 徐东林 主持 ， 中国 建筑 科学 研究院 顾问 副总工程师 赵 基达 ， 华夏 建宇 （ 北京 ） 混凝土 技术 研究院 院长 路 来 军 ， 中国 建筑 标准 设计 研究院 钢结构 所 所长 王喆 ， 	中国 新兴 建设 开发 有限 责任 公司 	副总工程师 李栋 ， 建研 科技 股份 公司 高 性能 混凝土 研究 中心 主任 	周永祥 	等 审查 专家 出席 会议 	会议/NN 由/P 建委/NN 科技处/NN 调研员/NN 徐东林/NR 主持/VV ，/PU 中国/NR 建筑/NN 科学/NN 研究院/NN 顾问/NN 副总工程师/NN 赵/NR 基达/VV ，/PU 华夏/NR 建宇/NR （/PU 北京/NR ）/PU 混凝土/NN 技术/NN 研究院/NN 院长/NN 路/NN 来/VV 军/NN ，/PU 中国/NR 建筑/NN 标准/NN 设计/VV 研究院/NN 钢结构/NN 所/MSP 所长/NN 王喆/NR ，/PU 	中国/NR 新兴/JJ 建设/NN 开发/NN 有限/JJ 责任/NN 公司/NN 	副总工程师/NN 李栋/NR ，/PU 建研/NR 科技/NN 股份/NN 公司/NN 高/JJ 性能/NN 混凝土/NN 研究/NN 中心/NN 主任/NN 	周永祥/NR 	等/VV 审查/NN 专家/NN 出席/VV 会议/NN 
肖亚庆	中化集团	而 在 3月 24日 ， 	肖亚庆 	赴 	中化 集团 	调研 ， 再 提 “ 通过 业务 调整 、 重组 整合 等 方式 培育 出在 市场 竞争 中 的 优势 业务 ” 	而/AD 在/P 3月/NT 24日/NT ，/PU 	肖亚庆/NR 	赴/VV 	中化/NR 集团/NN 	调研/VV ，/PU 再/AD 提/VV “/PU 通过/P 业务/NN 调整/NN 、/PU 重组/NN 整合/NN 等/ETC 方式/NN 培育/VV 出在/VV 市场/NN 竞争/NN 中/LC 的/DEG 优势/NN 业务/NN ”/PU 
童志云	建设集团有限公司	本报讯 （ 首席 记者 颜宏幸 ） 为 加快 推进 州 属 国有 企业 改革 ， 推动 国有 资产 资源 高效 整合 重组 ， 6月 14日 ， 州委 书记 	童志云 	， 州委 副书记 、 州长 张秀兰 深入 州 交通 投资 	建设 集团 有限 公司 	、 水利 投资 集团 有限 公司 、 城乡 开发 投资 有限 公司 、 土地 开发 投资 有限 公司 进行 专题 调研 ， 并 召开 座谈会 ， 分析 当前 全州 国有 企业 改革 推进 中 存在 的 困难 和 问题 ， 对 深化 州 属 国有 企业 改革 工作 进行 再 安排 、 再 部署 	本报讯/NR （/PU 首席/JJ 记者/NN 颜宏幸/NR ）/PU 为/P 加快/VV 推进/VV 州/NN 属/VV 国有/JJ 企业/NN 改革/NN ，/PU 推动/VV 国有/JJ 资产/NN 资源/NN 高效/AD 整合/VV 重组/VV ，/PU 6月/NT 14日/NT ，/PU 州委/NN 书记/NN 	童志云/NR 	，/PU 州委/NN 副书记/NN 、/PU 州长/NN 张秀兰/NR 深入/VV 州/NN 交通/NN 投资/NN 	建设/NN 集团/NN 有限/JJ 公司/NN 	、/PU 水利/NN 投资/NN 集团/NN 有限/JJ 公司/NN 、/PU 城乡/NN 开发/NN 投资/NN 有限/JJ 公司/NN 、/PU 土地/NN 开发/NN 投资/NN 有限/JJ 公司/NN 进行/VV 专题/NN 调研/NN ，/PU 并/CC 召开/VV 座谈会/NN ，/PU 分析/VV 当前/NT 全州/NR 国有/JJ 企业/NN 改革/NN 推进/VV 中/LC 存在/VV 的/DEC 困难/NN 和/CC 问题/NN ，/PU 对/P 深化/VV 州/NN 属/VV 国有/JJ 企业/NN 改革/NN 工作/NN 进行/VV 再/AD 安排/VV 、/PU 再/AD 部署/VV 
孙力实	平凉公司党建	调研 期间 ， 	孙力实 	从 党建 工作 和 企业 经营 相 结合 、 党建 工作 和 公司 规范 管理 相 结合 、 党建 文化 和 企业 文化 、 安全 环保 文化 相 结合 、 党建 工作 和 廉洁 从业 相 结合 四 个 方面 全面 了解 了 公司 党建 工作 情况 ， 参观 了 	平凉 公司 党建 	活动室 、 职工 书屋 等 工作 阵地 ， 充分 肯定 了 公司 党建 工作 取得 的 成绩 ， 要求 公司 各 级 党组织 深入 落实 中央 企业 党建 工作 座谈会 精神 ， 进一步 抓紧 抓 实 抓好 企业 党建 工作 ， 并 做好 党建 品牌 和 经验 的 宣传 推广 工作 	调研/NN 期间/NN ，/PU 	孙力实/NR 	从/P 党建/NN 工作/NN 和/CC 企业/NN 经营/NN 相/AD 结合/VV 、/PU 党建/NN 工作/NN 和/CC 公司/NN 规范/NN 管理/NN 相/AD 结合/VV 、/PU 党建/NN 文化/NN 和/CC 企业/NN 文化/NN 、/PU 安全/NN 环保/NN 文化/NN 相/AD 结合/VV 、/PU 党建/NN 工作/NN 和/CC 廉洁/NN 从业/JJ 相/AD 结合/VV 四/CD 个/M 方面/NN 全面/AD 了解/VV 了/AS 公司/NN 党建/NN 工作/NN 情况/NN ，/PU 参观/VV 了/AS 	平凉/NR 公司/NN 党建/NN 	活动室/NN 、/PU 职工/NN 书屋/NN 等/ETC 工作/NN 阵地/NN ，/PU 充分/AD 肯定/VV 了/AS 公司/NN 党建/NN 工作/NN 取得/VV 的/DEC 成绩/NN ，/PU 要求/VV 公司/NN 各/DT 级/M 党组织/NN 深入/AD 落实/VV 中央/NN 企业/NN 党建/NN 工作/NN 座谈会/NN 精神/NN ，/PU 进一步/AD 抓紧/VV 抓/VV 实/NN 抓好/VV 企业/NN 党建/NN 工作/NN ，/PU 并/CC 做好/VV 党建/NN 品牌/NN 和/CC 经验/NN 的/DEG 宣传/NN 推广/NN 工作/NN 
铀业公司	蔡于胜	国资委 产权 管理局 局长 贾立克 、 国际 合作局 局长 殷长波 、 规划 发展局 副局长 孟华强 、 中广 核 办公厅 主任 胡光耀 、 	铀业 公司 	总经理 安军靖 、 斯科 公司 总经理 	蔡于胜 	、 中 交 集团 副总经理 王海怀 等 一同 参加 调研 和 座谈 	国资委/NN 产权/NN 管理局/NN 局长/NN 贾立克/NR 、/PU 国际/NN 合作局/NN 局长/NN 殷长波/NR 、/PU 规划/NN 发展局/NN 副局长/NN 孟华强/NR 、/PU 中广/NR 核/NN 办公厅/NN 主任/NN 胡光耀/NR 、/PU 	铀业/NN 公司/NN 	总经理/NN 安军靖/NR 、/PU 斯科/NR 公司/NN 总经理/NN 	蔡于胜/NR 	、/PU 中/NR 交/NN 集团/NN 副总经理/NN 王海怀/NR 等/ETC 一同/AD 参加/VV 调研/NN 和/CC 座谈/NN 
高屹	中国建材集团	国资委 秘书长 彭华岗 ， 浙江 省政府 副秘书长 	高屹 	， 	中国 建材 集团 	党委 副书记 、 副董事长 刘志江 ， 	国资委/NN 秘书长/NN 彭华岗/NR ，/PU 浙江/NR 省政府/NN 副秘书长/NN 	高屹/NR 	，/PU 	中国/NR 建材/NN 集团/NN 	党委/NN 副书记/NN 、/PU 副董事长/NN 刘志江/NR ，/PU 
陈放	四川省企业联合会	全国 工商联 副主席 、 四川省 政协 副主席 、 省 工商联 主席 	陈放 	先生 ， 中国 会展 经济 研究会 会长 袁再清 先生 ， 四川省 国资委 党委 委员 、 副主任 秦明 先生 ， 四川省 知识 产权局 副局长 杨早林 先生 ， 四川省 工商 行政 管理局 商标 分局 局长 周广平 先生 ， 四川省 发展 和 改革 委员会 调研员 张亚敏 女士 ， 四川省 经济 和 信息化 委员会 副 调研员 刘凯 先生 ， 省企联 特邀 副 会长 、 省政协 原 常委 、 省 农业厅 原 常务 副厅长 傅志康 先生 ， 省企联 特邀 副 会长 、 省政府 原 副秘书长 张晋川 先生 ， 省企联 顾问 、 省人大 常委会 法制 工作 委员会 原 主任 杨文 先生 ， 省企联 顾问 、 省 国 安厅 原 常务 副厅长 马方 元 先生 ， 省企联 顾问 、 省 国资委 原 副主任 李继郁 先生 ， 	四川省 企业 联合会 	、 四川省 企业家 协会 副会长 兼 秘书长 梁勤 先生 ， 四川省 质量 协会 驻 会 副会长 罗召贵 先生 等 领导 及 相关 政府 部门 负责人 出席 大会 	全国/NN 工商联/NN 副主席/NN 、/PU 四川省/NR 政协/NN 副主席/NN 、/PU 省/NN 工商联/NN 主席/NN 	陈放/VV 	先生/NN ，/PU 中国/NR 会展/NN 经济/NN 研究会/NN 会长/NN 袁再清/NR 先生/NN ，/PU 四川省/NR 国资委/NN 党委/NN 委员/NN 、/PU 副主任/NN 秦明/NR 先生/NN ，/PU 四川省/NR 知识/NN 产权局/NN 副局长/NN 杨早林/NR 先生/NN ，/PU 四川省/NR 工商/NN 行政/NN 管理局/NN 商标/NN 分局/NN 局长/NN 周广平/NR 先生/NN ，/PU 四川省/NR 发展/NN 和/CC 改革/NN 委员会/NN 调研员/NN 张亚敏/NR 女士/NN ，/PU 四川省/NR 经济/NN 和/CC 信息化/NN 委员会/NN 副/JJ 调研员/NN 刘凯/NR 先生/NN ，/PU 省企联/NN 特邀/JJ 副/JJ 会长/NN 、/PU 省政协/NN 原/JJ 常委/NN 、/PU 省/NN 农业厅/NN 原/JJ 常务/JJ 副厅长/NN 傅志康/NR 先生/NN ，/PU 省企联/NN 特邀/JJ 副/JJ 会长/NN 、/PU 省政府/NN 原/JJ 副秘书长/NN 张晋川/NR 先生/NN ，/PU 省企联/NN 顾问/NN 、/PU 省人大/NR 常委会/NN 法制/NN 工作/NN 委员会/NN 原/JJ 主任/NN 杨文/NR 先生/NN ，/PU 省企联/NN 顾问/NN 、/PU 省/NN 国/NN 安厅/NN 原/AD 常务/JJ 副厅长/NN 马方/NR 元/NR 先生/NN ，/PU 省企联/NN 顾问/NN 、/PU 省/NN 国资委/NN 原/JJ 副主任/NN 李继郁/NR 先生/NN ，/PU 	四川省/NR 企业/NN 联合会/NN 	、/PU 四川省/NR 企业家/NN 协会/NN 副会长/NN 兼/CC 秘书长/NN 梁勤/NR 先生/NN ，/PU 四川省/NR 质量/NN 协会/NN 驻/VV 会/VV 副会长/NN 罗召贵/NR 先生/NN 等/ETC 领导/NN 及/CC 相关/JJ 政府/NN 部门/NN 负责人/NN 出席/VV 大会/NN 
沈莹	中国铝业集团有限公司	国务院 国资委 副主任 、 党委 委员 任洪斌 ， 黑龙江省 副省长 	沈莹 	， 	中国 铝业 集团 有限 公司 	党组 副书记 、 总经理 余德辉 ， 中国 商用 飞机 有限 责任 公司 董事长 、 党委 书记贺 东风 一同 调研 	国务院/NN 国资委/NN 副主任/NN 、/PU 党委/NN 委员/NN 任洪斌/NR ，/PU 黑龙江省/NR 副省长/NN 	沈莹/NR 	，/PU 	中国/NR 铝业/NR 集团/NN 有限/JJ 公司/NN 	党组/NN 副书记/NN 、/PU 总经理/NN 余德辉/NR ，/PU 中国/NR 商用/JJ 飞机/NN 有限/JJ 责任/NN 公司/NN 董事长/NN 、/PU 党委/NN 书记贺/NN 东风/NN 一同/AD 调研/VV 
张海波	城投集团	7月 22日 至 24日 ， 市委 副书记 、 市长 	张海波 	到 市 产 投 集团 、 	城 投 集团 	、 文 旅 集团 调研 市属 国有 企业 改革 发展 工作 ， 与 企业 领导 班子 共同 探讨 改革 后 的 发展 路径 ， 要求 找准 定位 ， 突出 主业 ， 理清 思路 ， 整合 各 类 资源 ， 理顺 管理 机制 ， 推动 企业 做 强 做 优 做 精 ， 努力 在 加快 新旧 动能 转换 、 推动 精致 城市 建设 上 发挥 更大 作用 	7月/NT 22日/NT 至/CC 24日/NT ，/PU 市委/NN 副书记/NN 、/PU 市长/NN 	张海波/NR 	到/P 市/NN 产/VV 投/NN 集团/NN 、/PU 	城/NN 投/VV 集团/NN 	、/PU 文/NN 旅/NN 集团/NN 调研/VV 市属/JJ 国有/JJ 企业/NN 改革/NN 发展/NN 工作/NN ，/PU 与/P 企业/NN 领导/NN 班子/NN 共同/AD 探讨/VV 改革/NN 后/LC 的/DEG 发展/NN 路径/NN ，/PU 要求/VV 找准/VV 定位/NN ，/PU 突出/VV 主业/NN ，/PU 理清/VV 思路/NN ，/PU 整合/VV 各/DT 类/M 资源/NN ，/PU 理顺/NN 管理/NN 机制/NN ，/PU 推动/VV 企业/NN 做/VV 强/VA 做/VV 优/NN 做/VV 精/NN ，/PU 努力/AD 在/P 加快/VV 新旧/JJ 动能/NN 转换/VV 、/PU 推动/VV 精致/JJ 城市/NN 建设/NN 上/LC 发挥/VV 更大/JJ 作用/NN 
郝鹏	河北欧耐模具公司	 	郝鹏 	一行 深入 魏县 仕望集乡 崔阁 村 、 平乡县 油召乡 马 第二 疃村 ， 走访 看望 贫困 户 ， 调研 国资委 党费 支持 的 村支部 活动室 建设 情况 ， 了解 中国 建材 凯盛 君 恒 公司 和 中央 企业 贫困 地区 产业 投资 基金 投资 的 	河北 欧 耐 模具 公司 	生产 经营 、 解决 当地 就业 等 情况 	 	郝鹏/NR 	一行/NN 深入/AD 魏县/NR 仕望集乡/NR 崔阁/NR 村/NN 、/PU 平乡县/NR 油召乡/NR 马/NR 第二/OD 疃村/NN ，/PU 走访/VV 看望/VV 贫困/JJ 户/NN ，/PU 调研/VV 国资委/NN 党费/NN 支持/VV 的/DEC 村支部/NN 活动室/NN 建设/NN 情况/NN ，/PU 了解/VV 中国/NR 建材/NN 凯盛/NR 君/NN 恒/AD 公司/NN 和/CC 中央/NN 企业/NN 贫困/JJ 地区/NN 产业/NN 投资/NN 基金/NN 投资/VV 的/SP 	河北/NR 欧/NR 耐/VV 模具/NN 公司/NN 	生产/VV 经营/NN 、/PU 解决/VV 当地/NN 就业/NN 等/ETC 情况/NN 
广业集团	黄祥清	省 国资委 规划 发展 处 、 考核 分配处 相关 负责 同志 ， 	广业 集团 	副总经理 林建兴 、 	黄祥清 	， 	省/NN 国资委/NN 规划/VV 发展/VV 处/NN 、/PU 考核/NN 分配处/NN 相关/VV 负责/VV 同志/NN ，/PU 	广业/NN 集团/NN 	副总经理/NN 林建兴/NR 、/PU 	黄祥清/NR 	，/PU 
华录集团董事会	翟智群	 	华录 集团 董事会 	秘书 	翟智群 	和 有关 部门 负责 同志 参加 调研 	 	华录/NR 集团/NN 董事会/NN 	秘书/NN 	翟智群/NR 	和/P 有关/JJ 部门/NN 负责/VV 同志/NN 参加/VV 调研/NN 
郝鹏	深圳市投资控股有限公司深圳湾科技园区	调研 中 ， 	郝鹏 	每 到 一 处 都 深入 了解 企业 党 的 建设 和 改革 发展 、 生产 经营 融合 情况 ， 对华润 集团 华润 置地 、 南方 电网 广州 黄埔 供电局 等 企业 基层 党建 工作 充分 肯定 ， 对 	深圳市 投资 控股 有限 公司 深圳湾 科技 园区 	以 “ 跟 党 一起 创业 ” 为 主题 加强 党建 工作 的 做法 予以 高度 评价 	调研/NN 中/LC ，/PU 	郝鹏/NR 	每/AD 到/VV 一/CD 处/M 都/AD 深入/AD 了解/VV 企业/NN 党/NN 的/DEG 建设/NN 和/CC 改革/NN 发展/NN 、/PU 生产/NN 经营/NN 融合/NN 情况/NN ，/PU 对华润/NR 集团/NN 华润/NR 置地/NN 、/PU 南方/NN 电网/NN 广州/NR 黄埔/NR 供电局/NN 等/ETC 企业/NN 基层/NN 党建/NN 工作/NN 充分/AD 肯定/VA ，/PU 对/VA 	深圳市/NR 投资/VV 控股/NN 有限/JJ 公司/NN 深圳湾/NR 科技/NN 园区/NN 	以/P “/PU 跟/P 党/NN 一起/AD 创业/VV ”/PU 为/VV 主题/NN 加强/VV 党建/NN 工作/NN 的/DEC 做法/NN 予以/VV 高度/JJ 评价/NN 
肖亚庆	中环电子信息集团天津712通信广播股份公司	九 、 	肖亚庆 	强调 中央 企业 要 履行 职责 使命 推动 企业 高 质量 发展 事件 ： 7月 24日 ， 国资委 主任 	中环 电子 信息 集团 天津 712 通信 广播 股份 公司 	 	九/CD 、/PU 	肖亚庆/NR 	强调/VV 中央/NN 企业/NN 要/VV 履行/VV 职责/NN 使命/NN 推动/VV 企业/NN 高/JJ 质量/NN 发展/NN 事件/NN ：/PU 7月/NT 24日/NT ，/PU 国资委/NN 主任/NN 	中环/NR 电子/NN 信息/NN 集团/NN 天津/NR 712/CD 通信/NN 广播/NN 股份/NN 公司/NN 	 
肖亚庆	中国旅游集团	2018年 4月 ， 国务院 国资委 主任 	肖亚庆 	在 香港 深入 招商局 集团 、 华润 集团 、 	中国 旅游 集团 	调研 时 强调 ， 驻港 中央 企业 要 加快 创新 驱动 和 高质量 发展 步伐 ， 进一步 强化 战略 引领 ， 努力 培育 具有 全球 竞争力 的 世界 一流 企业 	2018年/NT 4月/NT ，/PU 国务院/NN 国资委/NN 主任/NN 	肖亚庆/NR 	在/P 香港/NR 深入/VV 招商局/NR 集团/NN 、/PU 华润/NR 集团/NN 、/PU 	中国/NR 旅游/NN 集团/NN 	调研/VV 时/LC 强调/VV ，/PU 驻港/JJ 中央/NN 企业/NN 要/VV 加快/VV 创新/VV 驱动/NN 和/CC 高质量/NN 发展/NN 步伐/NN ，/PU 进一步/AD 强化/VV 战略/NN 引领/VV ，/PU 努力/AD 培育/VV 具有/VV 全球/NN 竞争力/NN 的/DEC 世界/NN 一流/JJ 企业/NN 
徐东林	中国新兴建设开发有限责任公司	会议 由 建委 科技处 调研员 	徐东林 	主持 ， 中国 建筑 科学 研究院 顾问 副总工程师 赵 基达 ， 华夏 建宇 （ 北京 ） 混凝土 技术 研究院 院长 路 来 军 ， 中国 建筑 标准 设计 研究院 钢结构 所 所长 王喆 ， 	中国 新兴 建设 开发 有限 责任 公司 	副总工程师 李栋 ， 建研 科技 股份 公司 高 性能 混凝土 研究 中心 主任 周永祥 等 审查 专家 出席 会议 	会议/NN 由/P 建委/NN 科技处/NN 调研员/NN 	徐东林/NR 	主持/VV ，/PU 中国/NR 建筑/NN 科学/NN 研究院/NN 顾问/NN 副总工程师/NN 赵/NR 基达/VV ，/PU 华夏/NR 建宇/NR （/PU 北京/NR ）/PU 混凝土/NN 技术/NN 研究院/NN 院长/NN 路/NN 来/VV 军/NN ，/PU 中国/NR 建筑/NN 标准/NN 设计/VV 研究院/NN 钢结构/NN 所/MSP 所长/NN 王喆/NR ，/PU 	中国/NR 新兴/JJ 建设/NN 开发/NN 有限/JJ 责任/NN 公司/NN 	副总工程师/NN 李栋/NR ，/PU 建研/NR 科技/NN 股份/NN 公司/NN 高/JJ 性能/NN 混凝土/NN 研究/NN 中心/NN 主任/NN 周永祥/NR 等/ETC 审查/NN 专家/NN 出席/VV 会议/NN 
